Player,Post_Ups
Daniel Gafford,0.4
Daniel Oturu,0.4
Daniel Theis,0.1
Danilo Gallinari,2.7
Danny Green,0.0
Dante Exum,0.0
Danuel House Jr.,0.0
Dario Saric,2.6
Darius Bazley,0.2
Darius Garland,0.1
Darius Miller,0.1
David Nwaba,0.0
Davis Bertans,0.0
De'Aaron Fox,0.1
De'Andre Hunter,1.5
De'Anthony Melton,0.0
DeAndre Jordan,0.3
DeAndre' Bembry,0.1
DeMar DeRozan,1.1
DeMarcus Cousins,1.5
Dean Wade,0.1
Deandre Ayton,5.0
Deividas Sirvydis,0.0
Dejounte Murray,0.0
Delon Wright,0.1
Deni Avdija,0.1
Dennis Schroder,0.0
Dennis Smith Jr.,0.0
Denzel Valentine,0.0
Derrick Favors,0.1
Derrick Jones Jr.,0.0
Derrick Rose,0.2
Derrick White,0.1
Desmond Bane,0.0
Devin Booker,1.8
Devin Vassell,0.0
Devon Dotson,0.0
Devontae Cacok,0.4
Devonte' Graham,0.0
Dillon Brooks,0.1
Domantas Sabonis,7.9
Donovan Mitchell,0.0
Donte DiVincenzo,0.0
Dorian Finney-Smith,0.0
Doug McDermott,0.0
Draymond Green,2.4
Drew Eubanks,0.8
Duncan Robinson,0.1
Dwayne Bacon,0.0
Dwight Howard,0.6
Dwight Powell,0.0
Dylan Windler,0.0
E'Twaun Moore,0.0
Ed Davis,0.2
Edmond Sumner,0.0
Elfrid Payton,0.2
Elijah Hughes,0.0
Enes Kanter,2.1
Eric Bledsoe,0.0
Eric Gordon,0.0
Eric Paschall,1.7
Ersan Ilyasova,0.0
Evan Fournier,0.0
Facundo Campazzo,0.0
Frank Jackson,0.0
Frank Kaminsky,0.8
Frank Mason,0.0
Frank Ntilikina,0.3
Fred VanVleet,0.1
Furkan Korkmaz,0.0
Gabe Vincent,0.0
Garrett Temple,0.0
Garrison Mathews,0.0
Gary Clark,0.1
Gary Harris,0.1
Gary Trent Jr.,0.0
George Hill,0.1
Georges Niang,0.0
Giannis Antetokounmpo,4.6
Glenn Robinson III,0.1
Goga Bitadze,0.5
Goran Dragic,0.4
Gordon Hayward,0.8
Gorgui Dieng,0.6
Grant Williams,0.8
Grayson Allen,0.0
Greg Whittington,0.0
Hamidou Diallo,0.1
Harrison Barnes,2.6
Harry Giles III,0.7
Hassan Whiteside,2.3
Henry Ellenson,0.0
Ignas Brazdeikis,0.3
Iman Shumpert,0.0
Immanuel Quickley,0.1
Isaac Bonga,0.0
Isaac Okoro,0.1
Isaiah Hartenstein,0.1
Isaiah Joe,0.0
Isaiah Roby,0.9
Isaiah Stewart,0.7
Ish Smith,0.0
Ivica Zubac,0.9
JJ Redick,0.0
Ja Morant,0.5
JaKarr Sampson,0.2
JaMychal Green,0.8
JaVale McGee,2.4
Jabari Parker,0.7
Jaden McDaniels,0.1
Jae Crowder,0.2
Jae'Sean Tate,0.9
Jahlil Okafor,1.3
Jahmi'us Ramsey,0.0
Jake Layman,0.0
Jakob Poeltl,0.8
Jalen Brunson,0.1
Jalen Harris,0.0
Jalen Lecque,0.0
Jalen McDaniels,0.0
Jalen Smith,0.5
Jamal Murray,0.5
James Ennis III,0.0
James Harden,0.5
James Johnson,0.1
James Wiseman,3.1
Jared Dudley,0.0
Jared Harper,0.0
Jarred Vanderbilt,0.2
Jarrell Brantley,0.0
Jarrett Allen,1.2
Jarrett Culver,0.1
Javonte Green,0.0
Jaxson Hayes,0.2
Jaylen Adams,0.0
Jaylen Brown,1.4
Jaylen Nowell,0.0
Jayson Tatum,2.6
Jeff Green,0.4
Jeff Teague,0.1
Jerami Grant,1.2
Jeremy Lamb,0.0
Jerome Robinson,0.0
Jevon Carter,0.0
Jimmy Butler,2.1
Joe Harris,0.0
Joe Ingles,0.1
Joel Embiid,13.4
John Collins,3.0
John Konchar,0.1
John Wall,0.1
Jonas Valanciunas,4.9
Jontay Porter,0.0
Jordan Bell,0.0
Jordan Bone,0.0
Jordan Clarkson,0.1
Jordan McLaughlin,0.0
Jordan Nwora,0.1
Jordan Poole,0.0
Josh Green,0.0
Josh Hall,0.0
Josh Hart,0.0
Josh Jackson,0.2
Josh Okogie,0.1
Josh Richardson,0.0
Jrue Holiday,0.7
Juan Toscano-Anderson,0.5
Juancho Hernangomez,0.2
Julius Randle,5.6
Justin Holiday,0.0
Justin Jackson,0.0
Justin James,0.0
Justin Patton,0.5
Justise Winslow,0.4
Jusuf Nurkic,3.0
Juwan Morgan,0.0
KZ Okpala,0.0
Karim Mane,0.0
Karl-Anthony Towns,9.1
Kawhi Leonard,6.5
Keita Bates-Diop,0.0
Kelan Martin,0.0
Keldon Johnson,0.1
Keljin Blevins,0.0
Kelly Olynyk,0.8
Kelly Oubre Jr.,0.5
Kemba Walker,0.0
Kendrick Nunn,0.1
Kenrich Williams,0.3
Kent Bazemore,0.4
Kentavious Caldwell-Pope,0.0
Kenyon Martin Jr.,0.1
Kevin Durant,4.4
Kevin Huerter,0.0
Kevin Knox II,0.1
Kevin Love,3.0
Kevin Porter Jr.,0.1
Kevon Looney,1.0
Khem Birch,0.7
Khris Middleton,1.6
Killian Hayes,0.0
Killian Tillie,0.0
Kira Lewis Jr.,0.0
Kostas Antetokounmpo,0.2
Kristaps Porzingis,5.7
Kyle Anderson,0.2
Kyle Guy,0.0
Kyle Kuzma,0.3
Kyle Lowry,0.1
Kyrie Irving,0.4
LaMarcus Aldridge,3.7
LaMelo Ball,0.0
Lamar Stevens,0.2
Landry Shamet,0.0
Langston Galloway,0.0
Larry Nance Jr.,2.0
Lauri Markkanen,0.8
LeBron James,3.9
Lonnie Walker IV,0.0
Lonzo Ball,0.2
Lou Williams,0.0
Luguentz Dort,0.1
Luka Doncic,1.1
Luka Samanic,0.3
Luke Kennard,0.0
Luke Kornet,0.1
Malachi Flynn,0.0
Malcolm Brogdon,0.1
Malik Beasley,0.0
Malik Monk,0.1
Mamadi Diakite,0.5
Marc Gasol,1.4
Marcus Morris Sr.,1.9
Marcus Smart,0.6
Markelle Fultz,0.0
Markieff Morris,1.3
Markus Howard,0.0
Marques Bolden,1.2
Marquese Chriss,1.0
Marvin Bagley III,2.2
Mason Jones,0.0
Mason Plumlee,3.2
Matisse Thybulle,0.0
Matt Thomas,0.0
Maurice Harkless,0.0
Max Strus,0.0
Maxi Kleber,0.2
Meyers Leonard,0.0
Mfiondu Kabengele,0.3
Michael Carter-Williams,0.0
Michael Porter Jr.,0.6
Mikal Bridges,0.0
Mike Conley,0.0
Mike Muscala,0.6
Mike Scott,0.0
Miles Bridges,1.1
Mitchell Robinson,0.2
Miye Oni,0.0
Mo Bamba,0.6
Monte Morris,0.0
Montrezl Harrell,4.2
Moritz Wagner,0.4
Moses Brown,0.3
Mychal Mulder,0.0
Myles Turner,0.7
Naji Marshall,0.0
Nassir Little,0.1
Nate Darling,0.0
Nate Hinton,0.0
Nathan Knight,0.3
Naz Reid,1.5
Nemanja Bjelica,1.0
Nerlens Noel,0.0
Nick Richards,0.2
Nickeil Alexander-Walker,0.0
Nico Mannion,0.0
Nicolas Batum,0.5
Nicolas Claxton,0.4
Nicolo Melli,0.2
Nikola Jokic,9.5
Nikola Vucevic,11.1
Noah Vonleh,0.8
Norman Powell,0.1
Norvel Pelle,0.0
OG Anunoby,1.1
Obi Toppin,0.8
Onyeka Okongwu,0.6
Otto Porter Jr.,0.1
P.J. Tucker,0.1
P.J. Washington,2.3
PJ Dozier,0.1
Pascal Siakam,4.6
Pat Connaughton,0.0
Patrick Beverley,0.0
Patrick McCaw,0.0
Patrick Patterson,0.1
Patrick Williams,0.1
Patty Mills,0.0
Paul George,1.0
Paul Millsap,1.4
Paul Reed,0.1
Paul Watson,0.0
Payton Pritchard,0.0
Precious Achiuwa,0.7
Quinn Cook,0.0
Quinndary Weatherspoon,0.0
R.J. Hampton,0.0
RJ Barrett,0.4
Rajon Rondo,0.0
Raul Neto,0.0
Ray Spalding,0.5
Rayjon Tucker,0.0
Reggie Bullock,0.0
Reggie Jackson,0.0
Reggie Perry,0.3
Richaun Holmes,0.9
Ricky Rubio,0.0
Robert Covington,0.1
Robert Williams III,0.4
Robert Woodard II,0.1
Robin Lopez,2.2
Rodions Kurucs,0.1
Rodney Hood,0.7
Rodney McGruder,0.0
Royce O'Neale,0.0
Rudy Gay,1.1
Rudy Gobert,0.7
Rui Hachimura,2.4
Russell Westbrook,1.8
Ryan Arcidiacono,0.0
Saben Lee,0.0
Saddiq Bey,0.5
Sam Merrill,0.0
Sean McDermott,0.0
Sekou Doumbouya,0.2
Semi Ojeleye,0.0
Serge Ibaka,1.6
Seth Curry,0.0
Shai Gilgeous-Alexander,0.1
Shake Milton,0.1
Shaquille Harrison,0.0
Sindarius Thornwell,0.0
Skylar Mays,0.1
Solomon Hill,0.0
Spencer Dinwiddie,0.0
Stanley Johnson,0.0
Stephen Curry,0.2
Sterling Brown,0.0
Steven Adams,1.3
Svi Mykhailiuk,0.0
T.J. McConnell,0.0
T.J. Warren,1.3
Tacko Fall,0.8
Taj Gibson,0.6
Talen Horton-Tucker,0.2
Taurean Prince,0.1
Terance Mann,0.1
Terence Davis,0.0
Terrance Ferguson,0.0
Terrence Ross,0.0
Terry Rozier,0.0
Thaddeus Young,3.3
Thanasis Antetokounmpo,0.1
Theo Maledon,0.0
Theo Pinson,0.0
Thomas Bryant,0.8
Thon Maker,1.0
Tim Frazier,0.3
Tim Hardaway Jr.,0.0
Timothe Luwawu-Cabarrot,0.0
Tobias Harris,2.8
Tomas Satoransky,0.1
Tony Bradley,0.6
Tony Snell,0.0
Torrey Craig,0.1
Trae Young,0.0
Tre Jones,0.0
Tremont Waters,0.0
Trent Forrest,0.0
Trevor Ariza,0.0
Trey Burke,0.0
Trey Lyles,0.1
Tristan Thompson,1.3
Troy Brown Jr.,0.0
Ty Jerome,0.0
Ty-Shon Alexander,0.0
Tyler Bey,0.1
Tyler Cook,0.3
Tyler Herro,0.1
Tyler Johnson,0.0
Tyrell Terry,0.0
Tyrese Haliburton,0.0
Tyrese Maxey,0.0
Tyus Jones,0.1
Udoka Azubuike,0.1
Vernon Carey Jr.,0.3
Victor Oladipo,0.0
Vincent Poirier,0.5
Vlatko Cancar,0.1
Wayne Ellington,0.0
Wendell Carter Jr.,2.5
Wenyen Gabriel,0.0
Wes Iwundu,0.0
Wesley Matthews,0.3
Will Barton,0.0
Will Magnay,0.0
Willie Cauley-Stein,0.1
Willy Hernangomez,1.3
Xavier Tillman,0.7
Yogi Ferrell,0.0
Yuta Watanabe,0.0
Zach LaVine,0.4
Zeke Nnaji,0.1
Zion Williamson,5.1
