Player,Post_Ups
Derrick Williams,0.0
Devin Booker,1.9
Devin Harris,0.0
Devin Robinson,0.0
Dewayne Dedmon,0.6
Deyonta Davis,0.4
Dillon Brooks,0.1
Dion Waiters,0.0
Dirk Nowitzki,2.6
Domantas Sabonis,2.6
Donovan Mitchell,0.1
Dorian Finney-Smith,0.2
Doug McDermott,0.1
Dragan Bender,1.1
Draymond Green,4.3
Dwayne Bacon,0.0
Dwight Buycks,0.0
Dwight Howard,8.2
Dwight Powell,0.4
Dwyane Wade,2.0
E'Twaun Moore,0.2
Ed Davis,0.4
Edmond Sumner,0.0
Ekpe Udoh,0.4
Elfrid Payton,0.1
Emeka Okafor,0.7
Emmanuel Mudiay,0.1
Enes Kanter,5.9
Eric Bledsoe,0.4
Eric Gordon,0.1
Eric Moreland,0.4
Erik McCree,0.0
Ersan Ilyasova,0.7
Evan Fournier,0.1
Evan Turner,1.8
Frank Kaminsky,1.2
Frank Mason,0.0
Frank Ntilikina,0.2
Fred VanVleet,0.0
Furkan Korkmaz,0.0
Garrett Temple,0.0
Gary Harris,0.1
Gary Payton II,0.0
George Hill,0.3
Georges Niang,0.2
Georgios Papagiannis,1.0
Gerald Green,0.1
Gian Clavell,0.0
Giannis Antetokounmpo,3.9
Glenn Robinson III,0.0
Goran Dragic,0.2
Gordon Hayward,0.0
Gorgui Dieng,0.6
Greg Monroe,5.0
Guerschon Yabusele,0.3
Harrison Barnes,4.5
Hassan Whiteside,4.4
Henry Ellenson,0.3
Ian Clark,0.0
Ian Mahinmi,0.3
Ike Anigbogu,0.4
Iman Shumpert,0.0
Isaiah Canaan,0.0
Isaiah Hicks,1.1
Isaiah Taylor,0.0
Isaiah Thomas,0.0
Isaiah Whitehead,0.0
Ish Smith,0.0
Ivan Rabb,1.7
Ivica Zubac,1.1
J.J. Barea,0.0
JJ Redick,0.0
JR Smith,0.1
JaKarr Sampson,1.0
JaMychal Green,1.7
JaVale McGee,0.7
Jabari Bird,0.0
Jabari Parker,1.1
Jack Cooley,1.1
Jacob Pullen,0.0
Jacob Wiley,0.0
Jae Crowder,0.5
Jahlil Okafor,3.0
Jake Layman,0.1
Jakob Poeltl,0.4
Jalen Jones,0.1
Jamal Crawford,0.0
Jamal Murray,0.1
Jameel Warney,2.3
Jameer Nelson,0.0
Jamel Artis,0.3
James Ennis III,0.1
James Harden,1.4
James Johnson,1.5
James Michael McAdoo,0.0
James Webb III,0.4
James Young,0.0
Jamil Wilson,0.1
Jared Dudley,0.7
Jarell Eddie,0.0
Jarell Martin,0.6
Jarrett Allen,0.3
Jarrett Jack,0.2
Jason Smith,0.2
Jason Terry,0.0
Jawun Evans,0.0
Jaylen Brown,1.2
Jaylen Morris,0.0
Jayson Tatum,0.9
Jeff Green,1.3
Jeff Teague,0.1
Jeff Withey,0.2
Jerami Grant,1.0
Jeremy Evans,0.0
Jeremy Lamb,0.1
Jeremy Lin,0.0
Jerian Grant,0.1
Jerryd Bayless,0.0
Jimmy Butler,2.6
Joakim Noah,0.4
Jodie Meeks,0.0
Joe Harris,0.0
Joe Ingles,0.0
Joe Johnson,2.5
Joe Young,0.0
Joel Bolomboy,0.2
Joel Embiid,13.8
Joffrey Lauvergne,1.1
John Collins,0.9
John Henson,0.6
John Holland,0.1
John Wall,0.2
Johnathan Motley,2.0
Johnny O'Bryant III,1.3
Jon Leuer,0.8
Jonas Jerebko,0.1
Jonas Valanciunas,2.8
Jonathan Gibson,0.0
Jonathan Isaac,0.5
Jonathon Simmons,0.7
Jordan Bell,1.1
Jordan Clarkson,0.1
Jordan Crawford,0.2
Jordan Mickey,0.7
Jose Calderon,0.0
Josh Gray,0.0
Josh Hart,0.1
Josh Huestis,0.0
Josh Jackson,0.2
Josh Magette,0.0
Josh McRoberts,0.0
Josh Richardson,0.2
Josh Smith,0.0
Jrue Holiday,0.7
Juancho Hernangomez,0.1
Julius Randle,4.6
Julyan Stone,0.0
Justin Anderson,0.0
Justin Holiday,0.0
Justin Jackson,0.1
Justin Patton,1.0
Justise Winslow,0.6
Jusuf Nurkic,4.5
Kadeem Allen,0.0
Karl-Anthony Towns,6.5
Kawhi Leonard,2.6
Kay Felder,0.0
Kelly Olynyk,1.9
Kelly Oubre Jr.,0.0
Kemba Walker,0.0
Kendrick Perkins,2.0
Kenneth Faried,1.1
Kent Bazemore,0.0
Kentavious Caldwell-Pope,0.0
Kevin Durant,4.3
Kevin Love,4.5
Kevon Looney,0.8
Khem Birch,0.8
Khris Middleton,1.5
Klay Thompson,1.1
Kobi Simmons,0.0
Kosta Koufos,1.4
Kris Dunn,1.0
Kristaps Porzingis,8.0
Kyle Anderson,0.4
Kyle Collinsworth,0.5
Kyle Korver,0.0
Kyle Kuzma,1.6
Kyle Lowry,0.1
Kyle O'Quinn,1.2
Kyle Singler,0.0
Kyrie Irving,0.5
LaMarcus Aldridge,13.9
Lance Stephenson,0.1
Lance Thomas,0.2
Langston Galloway,0.0
Larry Drew II,0.0
Larry Nance Jr.,0.9
Lauri Markkanen,2.3
LeBron James,4.4
London Perrantes,0.0
Lonzo Ball,0.2
Lorenzo Brown,0.0
Lou Williams,0.0
Luc Mbah a Moute,0.3
Lucas Nogueira,0.1
Luis Montero,0.0
Luke Babbitt,0.1
Luke Kennard,0.0
Luke Kornet,0.8
Luol Deng,0.0
Malachi Richardson,0.1
Malcolm Brogdon,0.3
Malcolm Delaney,0.0
Malcolm Miller,0.0
Malik Beasley,0.0
Malik Monk,0.0
Mangok Mathiang,0.0
Manu Ginobili,0.1
MarShon Brooks,0.3
Marc Gasol,10.2
Marcin Gortat,2.2
Marco Belinelli,0.0
Marcus Georges-Hunt,0.0
Marcus Morris Sr.,2.4
Marcus Paige,0.0
Marcus Smart,1.5
Mario Chalmers,0.0
Mario Hezonja,0.2
Markel Brown,0.3
Markelle Fultz,0.0
Markieff Morris,3.5
Marquese Chriss,1.5
Marquis Teague,0.0
Marreese Speights,1.7
Marshall Plumlee,0.1
Marvin Williams,0.9
Mason Plumlee,1.6
Matt Costello,0.3
Matt Williams Jr.,0.0
Matthew Dellavedova,0.2
Maurice Harkless,1.0
Maxi Kleber,0.4
Meyers Leonard,0.3
Michael Beasley,3.6
Michael Carter-Williams,0.1
Michael Kidd-Gilchrist,0.5
Mike Conley,0.0
Mike James,0.0
Mike Muscala,0.2
Mike Scott,1.4
Miles Plumlee,0.5
Milos Teodosic,0.0
Milton Doyle,0.0
Mindaugas Kuzminskas,0.0
Mirza Teletovic,0.2
Monte Morris,0.0
Montrezl Harrell,2.3
Myke Henry,0.1
Myles Turner,2.4
Nate Wolters,0.0
Naz Mitrou-Long,0.0
Nemanja Bjelica,0.2
Nene,0.6
Nerlens Noel,0.4
Nick Collison,0.1
Nick Young,0.1
Nicolas Batum,1.8
Nicolas Brussino,0.0
Nigel Hayes,0.8
Nik Stauskas,0.0
Nikola Jokic,7.5
Nikola Mirotic,2.8
Nikola Vucevic,6.1
Noah Vonleh,0.9
Norman Powell,0.0
OG Anunoby,0.1
Okaro White,0.0
Omari Johnson,0.3
Omer Asik,0.1
Omri Casspi,0.5
Otto Porter Jr.,0.7
P.J. Tucker,0.1
PJ Dozier,0.0
Pascal Siakam,0.3
Pat Connaughton,0.0
Patrick Beverley,0.0
Patrick McCaw,0.0
Patrick Patterson,0.3
Patty Mills,0.0
Pau Gasol,3.1
Paul George,1.0
Paul Millsap,4.4
Paul Zipser,0.1
Quincy Acy,0.2
Quincy Pondexter,0.0
Quinn Cook,0.0
RJ Hunter,0.0
Rajon Rondo,0.1
Ramon Sessions,0.0
Rashad Vaughn,0.0
Raul Neto,0.0
Raymond Felton,0.0
Reggie Bullock,0.0
Reggie Hearn,0.0
Reggie Jackson,0.1
Richard Jefferson,0.0
Richaun Holmes,0.4
Ricky Rubio,0.0
Robert Covington,0.1
Robin Lopez,4.1
Rodney Hood,0.2
Rodney McGruder,0.0
Rodney Purvis,0.0
Ron Baker,0.0
Rondae Hollis-Jefferson,4.2
Royce O'Neale,0.0
Rudy Gay,3.1
Rudy Gobert,0.6
Russell Westbrook,0.9
Ryan Anderson,0.3
Ryan Arcidiacono,0.0
Salah Mejri,0.2
Sam Dekker,0.1
Scotty Hopson,0.0
Sean Kilpatrick,0.0
Semi Ojeleye,0.1
Serge Ibaka,1.1
Shabazz Muhammad,1.1
Shabazz Napier,0.0
Shane Larkin,0.0
Shaquille Harrison,0.0
Shaun Livingston,1.2
Shelvin Mack,0.1
Sindarius Thornwell,0.0
Skal Labissiere,3.8
Solomon Hill,0.1
Spencer Dinwiddie,0.0
Stanley Johnson,0.4
Stephen Curry,0.2
Sterling Brown,0.0
Steven Adams,2.0
T.J. Leaf,0.2
T.J. McConnell,0.1
T.J. Warren,1.8
Taj Gibson,2.7
Tarik Black,0.2
Taurean Prince,0.1
Terrance Ferguson,0.0
Terrence Ross,0.1
Terry Rozier,0.0
Thabo Sefolosha,0.1
Thaddeus Young,3.4
Thomas Bryant,0.3
Thon Maker,0.2
Tim Frazier,0.0
Tim Hardaway Jr.,0.0
Tim Quarterman,0.0
Timofey Mozgov,1.2
Timothe Luwawu-Cabarrot,0.0
Tobias Harris,1.7
Tomas Satoransky,0.2
Tony Allen,0.2
Tony Bradley,0.2
Tony Parker,0.0
Tony Snell,0.0
Torrey Craig,0.1
Travis Wear,0.3
Treveon Graham,0.1
Trevor Ariza,0.1
Trevor Booker,1.8
Trey Burke,0.1
Trey Lyles,1.8
Trey McKinney-Jones,0.0
Tristan Thompson,0.5
Troy Daniels,0.0
Troy Williams,0.0
Tyler Cavanaugh,0.1
Tyler Dorsey,0.0
Tyler Ennis,0.0
Tyler Johnson,0.0
Tyler Lydon,0.0
Tyler Ulis,0.0
Tyler Zeller,0.4
Tyreke Evans,0.4
Tyrone Wallace,0.3
Tyson Chandler,0.5
Tyus Jones,0.0
Udonis Haslem,0.6
Vander Blue,0.0
Victor Oladipo,0.0
Vince Carter,1.3
Vincent Hunter,0.5
Wade Baldwin IV,0.0
Walt Lemon Jr.,0.0
Wayne Ellington,0.0
Wayne Selden,0.0
Wes Iwundu,0.0
Wesley Johnson,0.1
Wesley Matthews,2.5
Will Barton,0.1
Willie Cauley-Stein,3.9
Willie Reed,1.0
Willy Hernangomez,1.4
Wilson Chandler,1.4
Xavier Munford,0.0
Xavier Rathan-Mayes,0.0
Xavier Silas,0.0
Yogi Ferrell,0.0
Zach Collins,1.4
Zach LaVine,0.2
Zach Randolph,8.5
Zaza Pachulia,1.2
Zhou Qi,0.2
